SALES,ORDERDATE,STATUS,YEAR_ID,PRODUCTLINE,CUSTOMERNAME,COUNTRY,TERRITORY,DEALSIZE
5747.85,09/07/2010,Shipped,2010,Planes,"Norway Gifts By Mail, Co.",Norway,EMEA,Medium
5676.84,01/07/2010,Shipped,2010,Planes,"Bavarian Collectables Imports, Co.",Germany,EMEA,Medium
7379.97,15/07/2010,Shipped,2010,Planes,"Classic Gift Ideas, Inc",USA,NA,Large
3704.13,02/09/2010,Shipped,2010,Planes,giftsbymail.co.uk,UK,EMEA,Medium
2804.75,07/09/2010,Resolved,2010,Planes,Danish Wholesale Imports,Denmark,EMEA,Small
5624.79,11/11/2010,Shipped,2010,Planes,Royale Belge,Belgium,EMEA,Medium
3881.28,25/12/2010,Shipped,2010,Planes,"Stylish Desk Decors, Co.",UK,EMEA,Medium
1611.4,25/02/2010,Shipped,2010,Planes,"Oulu Toy Supplies, Inc.",Finland,EMEA,Small
1364.25,07/03/2010,Resolved,2010,Planes,Euro Shopping Channel,Spain,EMEA,Small
4215.09,06/08/2010,Shipped,2010,Planes,Reims Collectables,France,EMEA,Medium
6433.82,07/08/2010,Shipped,2010,Planes,The Sharp Gifts Warehouse,USA,NA,Medium
4352.16,01/08/2010,Shipped,2010,Planes,L'ordine Souveniers,Italy,EMEA,Medium
5151,21/11/2010,Shipped,2010,Vintage Cars,Online Diecast Creations Co.,USA,NA,Medium
6069,13/02/2010,Shipped,2010,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
2856,10/12/2010,Shipped,2010,Vintage Cars,Signal Gift Stores,USA,NA,Small
5375.4,24/06/2010,Shipped,2010,Vintage Cars,Signal Collectibles Ltd.,USA,NA,Medium
5176.5,02/04/2010,Shipped,2010,Vintage Cars,Corporate Gift Ideas Co.,USA,NA,Medium
3508.8,24/05/2010,Shipped,2010,Vintage Cars,Rovelli Gifts,Italy,EMEA,Medium
7554.8,29/06/2010,Shipped,2010,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Large
3141.6,26/07/2010,Shipped,2010,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Medium
5890.5,09/02/2010,Shipped,2010,Vintage Cars,Muscle Machine Inc,USA,NA,Medium
5967,14/04/2010,Shipped,2010,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
3712.8,08/09/2010,Shipped,2010,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Medium
7597.3,08/09/2010,Shipped,2010,Vintage Cars,Mini Caravy,France,EMEA,Large
3668.6,03/10/2010,Shipped,2010,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
5875.2,21/10/2010,Shipped,2010,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Medium
7310,14/12/2010,Shipped,2010,Vintage Cars,"UK Collectables, Ltd.",UK,EMEA,Large
8078.4,19/05/2010,Shipped,2010,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Large
3257.76,04/11/2010,Shipped,2010,Vintage Cars,Motor Mint Distributors Inc.,USA,NA,Medium
7650,23/05/2010,Shipped,2010,Vintage Cars,Marseille Mini Autos,France,EMEA,Large
4703.81,09/09/2010,Resolved,2010,Vintage Cars,Toys4GrownUps.com,USA,NA,Medium
5399.55,11/09/2010,Shipped,2010,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
14082.8,17/09/2010,On Hold,2010,Vintage Cars,The Sharp Gifts Warehouse,USA,NA,Large
5283.6,17/10/2010,In Process,2010,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Medium
3130.82,14/08/2010,Shipped,2010,Classic Cars,Cruz & Sons Co.,Philippines,Japan,Medium
3112.34,06/07/2010,Shipped,2010,Classic Cars,Marseille Mini Autos,France,EMEA,Medium
3806.88,21/10/2010,Shipped,2010,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
2142.14,26/03/2010,Shipped,2010,Classic Cars,Collectables For Less Inc.,USA,NA,Small
3364.9,12/09/2010,Shipped,2010,Classic Cars,"Men 'R' US Retailers, Ltd.",USA,NA,Medium
1262.8,29/11/2010,Shipped,2010,Classic Cars,Mini Auto Werke,Austria,EMEA,Small
1626.24,17/12/2010,Shipped,2010,Classic Cars,Herkku Gifts,Norway,EMEA,Small
4088.7,01/03/2010,Shipped,2010,Classic Cars,Online Diecast Creations Co.,USA,NA,Medium
3846.15,01/01/2010,Shipped,2010,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
1339.8,19/06/2010,Shipped,2010,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
3039.96,15/08/2010,Shipped,2010,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
3400.32,01/01/2010,Shipped,2010,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,EMEA,Medium
1930.39,07/01/2010,Cancelled,2010,Classic Cars,"UK Collectables, Ltd.",UK,EMEA,Small
2464.77,05/01/2010,Shipped,2010,Classic Cars,L'ordine Souveniers,Italy,EMEA,Small
2634.94,18/01/2010,Shipped,2010,Classic Cars,Signal Gift Stores,USA,NA,Small
3625.16,07/01/2010,Shipped,2010,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
3788.4,08/02/2010,Shipped,2010,Classic Cars,"Blauer See Auto, Co.",Germany,EMEA,Medium
1832.6,04/02/2010,Shipped,2010,Classic Cars,"Toms Spezialitten, Ltd",Germany,EMEA,Small
2905.98,03/02/2010,Shipped,2010,Classic Cars,FunGiftIdeas.com,USA,NA,Small
2954.81,10/01/2010,Shipped,2010,Classic Cars,Land of Toys Inc.,USA,NA,Small
3599.75,18/01/2010,Shipped,2010,Classic Cars,"Australian Collectors, Co.",Australia,APAC,Medium
3686.54,20/02/2010,Shipped,2010,Classic Cars,Suominen Souveniers,Finland,EMEA,Medium
2100.56,27/02/2010,Shipped,2010,Classic Cars,"Toys of Finland, Co.",Finland,EMEA,Small
3881.78,09/02/2010,Shipped,2010,Classic Cars,Scandinavian Gift Ideas,Sweden,EMEA,Medium
4509.12,06/03/2010,Shipped,2010,Classic Cars,Mini Caravy,France,EMEA,Medium
3273.27,23/02/2010,Shipped,2010,Classic Cars,Salzburg Collectables,Austria,EMEA,Medium
4432.7,11/03/2010,Shipped,2010,Classic Cars,Motor Mint Distributors Inc.,USA,NA,Medium
4100.99,10/03/2010,Shipped,2010,Classic Cars,Marseille Mini Autos,France,EMEA,Medium
5274.72,13/03/2010,Shipped,2010,Classic Cars,Alpha Cognac,France,EMEA,Medium
4232,01/01/2010,Shipped,2010,Classic Cars,"Anna's Decorations, Ltd",Australia,APAC,Medium
6145.44,23/02/2010,Shipped,2010,Classic Cars,Heintze Collectables,Denmark,EMEA,Medium
4680.2,09/03/2010,Shipped,2010,Classic Cars,Quebec Home Shopping Network,Canada,NA,Medium
3286.08,22/03/2010,Shipped,2010,Classic Cars,Herkku Gifts,Norway,EMEA,Medium
7421.3,15/03/2010,Shipped,2010,Classic Cars,Online Diecast Creations Co.,USA,NA,Large
6432.64,22/02/2010,Shipped,2010,Classic Cars,Muscle Machine Inc,USA,NA,Medium
4840.87,01/04/2010,Shipped,2010,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
3892.08,28/03/2010,Shipped,2010,Classic Cars,Collectable Mini Designs Co.,USA,NA,Medium
5526.32,17/01/2010,Shipped,2010,Classic Cars,Osaka Souveniers Co.,Japan,Japan,Medium
4459.62,04/04/2010,Cancelled,2010,Classic Cars,"UK Collectables, Ltd.",UK,EMEA,Medium
6203.4,12/04/2010,Shipped,2010,Classic Cars,L'ordine Souveniers,Italy,EMEA,Medium
3754.05,13/04/2010,Shipped,2010,Classic Cars,Signal Gift Stores,USA,NA,Medium
3516.48,04/04/2010,Shipped,2010,Classic Cars,"Vida Sport, Ltd",Switzerland,EMEA,Medium
7488.04,30/04/2010,Shipped,2010,Classic Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Large
3448.08,10/05/2010,Shipped,2010,Classic Cars,"Toms Spezialitten, Ltd",Germany,EMEA,Medium
3734,06/05/2010,Shipped,2010,Classic Cars,FunGiftIdeas.com,USA,NA,Medium
974.1,05/05/2010,Shipped,2010,Classic Cars,Motor Mint Distributors Inc.,USA,NA,Small
3160.74,23/04/2010,Shipped,2010,Classic Cars,"Australian Collectors, Co.",Australia,APAC,Medium
1746.63,04/01/2010,Shipped,2010,Classic Cars,Lyon Souveniers,France,EMEA,Small
4207.84,12/05/2010,Shipped,2010,Classic Cars,Royale Belge,Belgium,EMEA,Medium
4352.76,20/05/2010,Shipped,2010,Classic Cars,"Toys of Finland, Co.",Finland,EMEA,Medium
1463.7,01/03/2010,Shipped,2010,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
7169.28,29/05/2010,Disputed,2010,Classic Cars,Danish Wholesale Imports,Denmark,EMEA,Large
4594.76,24/05/2010,Shipped,2010,Classic Cars,Salzburg Collectables,Austria,EMEA,Medium
3457.92,01/03/2010,Shipped,2010,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
7381.16,10/04/2010,Shipped,2010,Classic Cars,Classic Legends Inc.,USA,NA,Large
7146.9,08/03/2010,Shipped,2010,Classic Cars,Muscle Machine Inc,USA,NA,Large
5938.53,01/05/2010,Shipped,2010,Classic Cars,Suominen Souveniers,Finland,EMEA,Medium
7110.91,14/05/2010,Shipped,2010,Classic Cars,"Oulu Toy Supplies, Inc.",Finland,EMEA,Large
5032.95,12/05/2010,Shipped,2010,Classic Cars,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
3667.6,14/05/2010,Shipped,2010,Classic Cars,L'ordine Souveniers,Italy,EMEA,Medium
7381.16,07/05/2010,Shipped,2010,Classic Cars,"Iberia Gift Imports, Corp.",Spain,EMEA,Large
5128.11,04/06/2010,Shipped,2010,Classic Cars,Mini Classics,USA,NA,Medium
7060.24,22/05/2010,Shipped,2010,Classic Cars,Diecast Collectables,USA,NA,Large
8448.64,12/06/2010,Shipped,2010,Classic Cars,Signal Collectibles Ltd.,USA,NA,Large
7300.51,07/05/2010,Shipped,2010,Classic Cars,"Blauer See Auto, Co.",Germany,EMEA,Large
6549.2,17/06/2010,Shipped,2010,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
5697.9,10/06/2010,Shipped,2010,Classic Cars,Handji Gifts& Co,Singapore,APAC,Medium
9169,19/06/2010,Shipped,2010,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Large
3238.63,04/06/2010,Shipped,2010,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
4554.94,01/07/2010,Shipped,2010,Classic Cars,Land of Toys Inc.,USA,NA,Medium
3934.44,26/06/2010,Shipped,2010,Classic Cars,Marta's Replicas Co.,USA,NA,Medium
5776.26,12/07/2010,Shipped,2010,Classic Cars,Heintze Collectables,Denmark,EMEA,Medium
7207.45,19/09/2010,Shipped,2010,Classic Cars,Vitachrome Inc.,USA,NA,Large
7460.74,14/09/2010,Shipped,2010,Classic Cars,"La Corne D'abondance, Co.",France,EMEA,Large
6719.54,15/06/2010,Shipped,2010,Classic Cars,Muscle Machine Inc,USA,NA,Medium
2428,22/06/2010,Shipped,2010,Classic Cars,Euro Shopping Channel,Spain,EMEA,Small
2602.25,02/06/2010,Shipped,2010,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
2200,05/06/2010,Shipped,2010,Classic Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
6712.93,06/08/2010,Shipped,2010,Classic Cars,Euro Shopping Channel,Spain,EMEA,Medium
5318.04,29/07/2010,In Process,2010,Classic Cars,La Rochelle Gifts,France,EMEA,Medium
3390,15/06/2010,Shipped,2010,Vintage Cars,Online Diecast Creations Co.,USA,NA,Medium
1608,01/07/2010,Shipped,2010,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
2262.96,22/07/2010,Shipped,2010,Vintage Cars,Signal Gift Stores,USA,NA,Small
1496.64,24/08/2010,Shipped,2010,Vintage Cars,Signal Collectibles Ltd.,USA,NA,Small
1879.74,13/07/2010,Shipped,2010,Vintage Cars,Corporate Gift Ideas Co.,USA,NA,Small
1495.26,31/08/2010,Shipped,2010,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
2323.7,29/08/2010,Shipped,2010,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
2491.86,06/09/2010,Shipped,2010,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Small
1643.12,18/09/2010,Shipped,2010,Vintage Cars,Muscle Machine Inc,USA,NA,Small
1322.16,23/09/2010,Shipped,2010,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
1423.8,28/09/2010,Shipped,2010,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Small
2397.45,20/09/2010,Shipped,2010,Vintage Cars,Mini Caravy,France,EMEA,Small
1574,28/09/2010,Shipped,2010,Vintage Cars,Amica Models & Co.,Italy,EMEA,Small
1729,03/09/2010,Shipped,2010,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
2255.84,01/07/2010,Shipped,2010,Vintage Cars,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
1834.5,17/08/2010,Shipped,2010,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
3201.5,21/06/2010,Shipped,2010,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
2276.4,25/06/2010,Shipped,2010,Vintage Cars,Marseille Mini Autos,France,EMEA,Small
8884.8,30/06/2010,Resolved,2010,Vintage Cars,Toys4GrownUps.com,USA,NA,Large
1331.1,20/07/2010,Shipped,2010,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
3051.3,08/08/2010,On Hold,2010,Vintage Cars,The Sharp Gifts Warehouse,USA,NA,Medium
2288.52,15/09/2010,In Process,2010,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
3772.61,17/07/2010,Shipped,2010,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
4164.42,18/09/2010,Shipped,2010,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Medium
6295.95,04/10/2010,Shipped,2010,Trucks and Buses,Muscle Machine Inc,USA,NA,Medium
6287.66,17/07/2010,Shipped,2010,Trucks and Buses,Suominen Souveniers,Finland,EMEA,Medium
5412.54,06/04/2010,Shipped,2010,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,EMEA,Medium
5984.14,27/09/2010,Shipped,2010,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
5891.04,05/05/2010,Shipped,2010,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Medium
5984.14,16/07/2010,Shipped,2010,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,EMEA,Medium
3608.15,08/08/2010,Shipped,2010,Trucks and Buses,Mini Classics,USA,NA,Medium
5752.54,29/05/2010,Shipped,2010,Trucks and Buses,Diecast Collectables,USA,NA,Medium
3765.32,10/03/2010,Shipped,2010,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,NA,Medium
2159.96,31/10/2010,Shipped,2010,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
3379.94,16/10/2010,Shipped,2010,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
5093.5,26/10/2010,Shipped,2010,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,NA,Medium
5773.44,21/07/2010,Shipped,2010,Trucks and Buses,Diecast Classics Inc.,USA,NA,Medium
4528.86,05/08/2010,Shipped,2010,Trucks and Buses,Land of Toys Inc.,USA,NA,Medium
4816.08,05/08/2010,Shipped,2010,Trucks and Buses,Marta's Replicas Co.,USA,NA,Medium
3416.78,15/07/2010,Shipped,2010,Trucks and Buses,Canadian Gift Exchange Network,Canada,NA,Medium
1236.84,20/09/2010,Shipped,2010,Trucks and Buses,Vitachrome Inc.,USA,NA,Small
5814.86,12/11/2010,On Hold,2010,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Medium
5223.48,26/11/2010,Shipped,2010,Trucks and Buses,Muscle Machine Inc,USA,NA,Medium
728.4,26/11/2010,Shipped,2010,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
3949,08/02/2010,Shipped,2010,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Medium
3843.99,13/11/2010,Shipped,2010,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
5498.08,24/11/2010,Shipped,2010,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
3777.58,22/02/2010,In Process,2010,Trucks and Buses,La Rochelle Gifts,France,EMEA,Medium
3782,22/08/2010,Shipped,2010,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Medium
3859.68,21/08/2010,Shipped,2010,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
4431.84,29/11/2010,Shipped,2010,Vintage Cars,Signal Gift Stores,USA,NA,Medium
4950.33,30/10/2010,Shipped,2010,Vintage Cars,Signal Collectibles Ltd.,USA,NA,Medium
4299.7,07/12/2010,Shipped,2010,Vintage Cars,Corporate Gift Ideas Co.,USA,NA,Medium
4492.83,07/12/2010,Shipped,2010,Vintage Cars,Rovelli Gifts,Italy,EMEA,Medium
2212,22/10/2010,Shipped,2010,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Small
4642.88,19/07/2010,Shipped,2010,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Medium
3206.32,04/10/2010,Shipped,2010,Vintage Cars,Muscle Machine Inc,USA,NA,Medium
3604.23,26/07/2010,Shipped,2010,Vintage Cars,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
7017.76,23/07/2010,Shipped,2010,Vintage Cars,"Saveley & Henriot, Co.",France,EMEA,Large
6154.18,29/10/2010,Shipped,2010,Vintage Cars,Diecast Collectables,USA,NA,Medium
4750.8,31/10/2010,Shipped,2010,Vintage Cars,Amica Models & Co.,Italy,EMEA,Medium
3822.92,23/12/2010,Shipped,2010,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Medium
2440.8,14/11/2010,Shipped,2010,Vintage Cars,Auto Assoc. & Cie.,France,EMEA,Small
4729.36,01/10/2010,Shipped,2010,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
12536.5,14/10/2010,Shipped,2010,Vintage Cars,Online Diecast Creations Co.,USA,NA,Large
2264.15,01/12/2010,Shipped,2010,Vintage Cars,"AV Stores, Co.",UK,EMEA,Small
3928.2,02/12/2010,Shipped,2010,Vintage Cars,Marseille Mini Autos,France,EMEA,Medium
3630.22,05/12/2010,Shipped,2010,Vintage Cars,Lyon Souveniers,France,EMEA,Medium
4196.07,30/09/2010,Resolved,2010,Vintage Cars,Toys4GrownUps.com,USA,NA,Medium
4931.6,01/01/2010,Shipped,2010,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
3068.69,28/02/2010,Shipped,2010,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
785.64,01/06/2010,Shipped,2010,Vintage Cars,Handji Gifts& Co,Singapore,APAC,Small
4977,24/12/2010,In Process,2010,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Medium
1189.98,01/01/2010,Shipped,2010,Trucks and Buses,Baane Mini Imports,Norway,EMEA,Small
3090.15,25/12/2010,Shipped,2010,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Medium
2795.86,14/07/2010,Shipped,2010,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
2851.54,04/10/2010,Shipped,2010,Trucks and Buses,Technics Stores Inc.,USA,NA,Small
2701.92,08/03/2010,Shipped,2010,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,EMEA,Small
2204.1,10/01/2010,Shipped,2010,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
2840.48,08/01/2010,Shipped,2010,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Small
2647.04,21/12/2010,Shipped,2010,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
3172.05,29/09/2010,Shipped,2010,Trucks and Buses,"Saveley & Henriot, Co.",France,EMEA,Medium
2585.93,06/09/2010,Shipped,2010,Trucks and Buses,Diecast Collectables,USA,NA,Small
2148.3,29/06/2010,Shipped,2010,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
1667.4,22/08/2010,Shipped,2010,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,NA,Small
1859.7,30/09/2010,Shipped,2010,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
1476.6,11/06/2010,Shipped,2010,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
1732,17/02/2010,Shipped,2010,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,NA,Small
1674.17,01/07/2010,Shipped,2010,Trucks and Buses,Diecast Classics Inc.,USA,NA,Small
1500.98,19/05/2010,Shipped,2010,Trucks and Buses,Scandinavian Gift Ideas,Sweden,EMEA,Small
2192.68,31/10/2010,Shipped,2010,Trucks and Buses,Marta's Replicas Co.,USA,NA,Small
1797.58,22/02/2011,Shipped,2011,Trucks and Buses,Canadian Gift Exchange Network,Canada,NA,Small
2142.35,10/03/2011,Shipped,2011,Trucks and Buses,Online Diecast Creations Co.,USA,NA,Small
2086.92,11/03/2011,On Hold,2011,Trucks and Buses,"Volvo Model Replicas, Co",Sweden,EMEA,Small
6834.5,24/03/2011,Shipped,2011,Trucks and Buses,"Australian Collectors, Co.",Australia,APAC,Medium
2541.59,11/05/2011,Shipped,2011,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,NA,Small
2130.92,19/05/2011,Shipped,2011,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Small
1701.7,01/02/2011,Shipped,2011,Trucks and Buses,Corporate Gift Ideas Co.,USA,NA,Small
1694,11/07/2011,Shipped,2011,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Small
2913.53,20/07/2011,Shipped,2011,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
935.18,18/09/2011,In Process,2011,Trucks and Buses,La Rochelle Gifts,France,EMEA,Small
3073.26,23/10/2011,Shipped,2011,Planes,Rovelli Gifts,Italy,EMEA,Medium
2082.49,01/11/2011,Shipped,2011,Planes,"Australian Collectors, Co.",Australia,APAC,Small
3394.23,28/10/2011,Shipped,2011,Planes,Euro Shopping Channel,Spain,EMEA,Medium
2559.6,09/11/2011,Shipped,2011,Planes,Toys4GrownUps.com,USA,NA,Small
1490.16,13/06/2011,Shipped,2011,Planes,Technics Stores Inc.,USA,NA,Small
3844,14/06/2011,Shipped,2011,Planes,Osaka Souveniers Co.,Japan,Japan,Medium
4724.91,01/01/2011,Shipped,2011,Planes,"Australian Collectors, Co.",Australia,APAC,Medium
1824.72,02/01/2011,Shipped,2011,Planes,"Royal Canadian Collectables, Ltd.",Canada,NA,Small
2668.68,03/01/2011,Shipped,2011,Planes,The Sharp Gifts Warehouse,USA,NA,Small
2843.61,09/01/2011,Shipped,2011,Planes,Gift Depot Inc.,USA,NA,Small
3163.65,25/01/2011,Shipped,2011,Planes,La Rochelle Gifts,France,EMEA,Medium
2226.11,03/01/2011,Shipped,2011,Planes,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
2069.75,10/02/2011,Shipped,2011,Planes,"Clover Collections, Co.",Ireland,EMEA,Small
2235.33,06/05/2011,Shipped,2011,Planes,Mini Classics,USA,NA,Small
3116.43,15/02/2011,Shipped,2011,Planes,Diecast Classics Inc.,USA,NA,Medium
4781.7,21/02/2011,Resolved,2011,Planes,Danish Wholesale Imports,Denmark,EMEA,Medium
2810.7,16/02/2011,Shipped,2011,Planes,"Tokyo Collectables, Ltd",Japan,Japan,Small
3515.67,14/01/2011,Shipped,2011,Planes,Gift Ideas Corp.,USA,NA,Medium
2909.34,28/02/2011,Shipped,2011,Planes,"Australian Gift Network, Co",Australia,APAC,Small
1570.17,20/03/2011,Resolved,2011,Planes,Euro Shopping Channel,Spain,EMEA,Small
2613.92,18/03/2011,Shipped,2011,Planes,Reims Collectables,France,EMEA,Small
3193.26,11/04/2011,On Hold,2011,Planes,Tekni Collectables Inc.,USA,NA,Medium
1482.6,25/02/2011,Shipped,2011,Planes,L'ordine Souveniers,Italy,EMEA,Small
2055.23,24/01/2011,Shipped,2011,Motorcycles,Land of Toys Inc.,USA,NA,Small
2674.9,20/04/2011,Shipped,2011,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
1853.4,14/04/2011,Shipped,2011,Motorcycles,Lyon Souveniers,France,EMEA,Small
1490.1,28/04/2011,Shipped,2011,Motorcycles,Toys4GrownUps.com,USA,NA,Small
2162.16,18/05/2011,Shipped,2011,Motorcycles,Corporate Gift Ideas Co.,USA,NA,Small
2814.28,14/02/2011,Shipped,2011,Motorcycles,Technics Stores Inc.,USA,NA,Small
1605,04/02/2011,Shipped,2011,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
2093.44,31/05/2011,Shipped,2011,Motorcycles,Herkku Gifts,Norway,EMEA,Small
1944.3,19/05/2011,Shipped,2011,Motorcycles,Mini Wheels Co.,USA,NA,Small
1986.8,08/04/2011,Shipped,2011,Motorcycles,Osaka Souveniers Co.,Japan,Japan,Small
1695.96,18/05/2011,Shipped,2011,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
1281.56,02/05/2011,Shipped,2011,Motorcycles,Motor Mint Distributors Inc.,USA,NA,Small
1774.22,24/04/2011,Shipped,2011,Motorcycles,Tekni Collectables Inc.,USA,NA,Small
1997.5,07/05/2011,Shipped,2011,Motorcycles,Gift Depot Inc.,USA,NA,Small
2353.2,13/06/2011,Shipped,2011,Motorcycles,La Rochelle Gifts,France,EMEA,Small
981.2,11/06/2011,Shipped,2011,Motorcycles,Marta's Replicas Co.,USA,NA,Small
1550.72,04/04/2011,Shipped,2011,Motorcycles,Atelier graphique,France,EMEA,Small
1771.06,21/06/2011,Shipped,2011,Motorcycles,Mini Classics,USA,NA,Small
2213.4,25/05/2011,Shipped,2011,Motorcycles,Diecast Classics Inc.,USA,NA,Small
5266.04,26/01/2011,Shipped,2011,Motorcycles,Land of Toys Inc.,USA,NA,Medium
1864.8,04/03/2011,Shipped,2011,Motorcycles,"Tokyo Collectables, Ltd",Japan,Japan,Small
1142.41,26/06/2011,Shipped,2011,Motorcycles,Technics Stores Inc.,USA,NA,Small
1172.6,28/06/2011,Shipped,2011,Motorcycles,"Australian Gift Network, Co",Australia,APAC,Small
6981,03/07/2011,Shipped,2011,Motorcycles,Scandinavian Gift Ideas,Sweden,EMEA,Medium
3064.6,05/07/2011,Shipped,2011,Motorcycles,Auto Canal Petit,France,EMEA,Medium
2202.48,07/07/2011,Disputed,2011,Motorcycles,Euro Shopping Channel,Spain,EMEA,Small
3773.38,11/07/2011,Shipped,2011,Vintage Cars,"Blauer See Auto, Co.",Germany,EMEA,Medium
5074.39,10/07/2011,Shipped,2011,Vintage Cars,"AV Stores, Co.",UK,EMEA,Medium
6483.46,08/07/2011,Shipped,2011,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Medium
7956.46,13/07/2011,Shipped,2011,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Large
4230.62,11/07/2011,Shipped,2011,Vintage Cars,Signal Collectibles Ltd.,USA,NA,Medium
7209.12,10/07/2011,Shipped,2011,Vintage Cars,Corporate Gift Ideas Co.,USA,NA,Large
3452.68,06/02/2011,Shipped,2011,Vintage Cars,Rovelli Gifts,Italy,EMEA,Medium
3047.73,14/04/2011,Shipped,2011,Vintage Cars,Mini Gifts Distributors Ltd.,USA,NA,Medium
3675.32,18/07/2011,Shipped,2011,Vintage Cars,"Australian Collectables, Ltd",Australia,APAC,Medium
